"","A","C","G","T","M","R","W","S","Y","K","V","H","D","B","N","-","+","."
"432",0,-0.01458756205522,0,0.00398620723386567,0,0,0,0,0.00700643173314421,0,0,0,0,0,0.00359492308821012,0,0,0
"433",0.00359492308821012,-0.00593040033259151,0,-0.00125944584382872,0,0,0,0,0,0,0,0,0,0,0.00359492308821012,0,0,0
"434",-0.00718984617642027,0,-0.00125944584382872,0.00485436893203883,0,0,0,0,0,0,0,0,0,0,0.00359492308821012,0,0,0
"435",-0.0201755887603629,0,0.0146120173143235,-0.00251889168765743,0,0.00448754004548678,0,0,0,0,0,0,0,0,0.00359492308821012,0,0,0
"436",0,0,0,-0.00359492308821008,0,0,0,0,0,0,0,0,0,0,0.00359492308821012,0,0,0
"437",0.000183414443276075,0,0,0,-0.00251889168765743,-0.00125944584382872,0,0,0,0,0,0,0,0,0.00359492308821012,0,0,0
"438",0,0.0261304443520579,0,-0.0361815558435842,0,0,0,0,0.00645618840331614,0,0,0,0,0,0.00359492308821012,0,0,0
"439",-0.00233547724438143,0,0,0,0,0,-0.00125944584382872,0,0,0,0,0,0,0,0.00359492308821012,0,0,0
"440",-0.00359492308821008,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00359492308821012,0,0,0
"441",0,0.00718984617642024,0,-0.0107847692646303,0,0,0,0,0,0,0,0,0,0,0.00359492308821012,0,0,0
"442",0,0,-0.00359492308821008,0,0,0,0,0,0,0,0,0,0,0,0.00359492308821012,0,0,0
"443",0,0,0,-0.00359492308821008,0,0,0,0,0,0,0,0,0,0,0.00359492308821012,0,0,0
"444",-0.00130835636203566,0,-0.0234892763688831,0.00485436893203883,0,0.00789904869042088,0,-0.00125944584382872,0,0.00970873786407767,0,0,0,0,0.00359492308821012,0,0,0
"445",0,-0.00107603140055268,0,-0.00125944584382872,0,0,0,0,-0.00125944584382872,0,0,0,0,0,0.00359492308821012,0,0,0
"446",0,0,0,-0.00107603140055268,0,0,0,0,-0.00251889168765743,0,0,0,0,0,0.00359492308821012,0,0,0
"447",0.011860800665183,0.0179501601819471,-0.0104668508962852,-0.030471252842924,0,-0.00125944584382872,-0.00125944584382872,0,0.00934190897752562,0.000709202514000636,0,0,0,0,0.00359492308821012,0,0,0
"448",0,-0.00359492308821008,0,0,0,0,0,0,0,0,0,0,0,0,0.00359492308821012,0,0,0
"449",0,-0.00359492308821008,0,0,0,0,0,0,0,0,0,0,0,0,0.00359492308821012,0,0,0
"450",0.00075811303220763,-0.00162627473038077,-0.00325254946076154,0.000892616957276661,-0.00125944584382872,-0.00396175197476217,0.00485436893203883,0,0,0,0,0,0,0,0.00359492308821012,0,0,0
"451",0.0080824631336969,-0.00915849453424955,0,0,-0.00251889168765743,0,0,0,0,0,0,0,0,0,0.00359492308821012,0,0,0
"452",-0.0104179403780783,0,0,0.00682301728986818,0,0,0,0,0,0,0,0,0,0,0.00359492308821012,0,0,0
"453",0.0109192731896994,0,-0.0141473673913575,0,0,-0.000366828886552054,0,0,0,0,0,0,0,0,0.00359492308821012,0,0,0
"454",0,0,0.00125944584382875,0,0,0,0,0,0,0,0,0,0,0,-0.00125944584382872,0,0,0
"455",-0.00125944584382872,0,0.0025188916876574,0,0,0,0,0,0,0,0,0,0,0,-0.00125944584382872,0,0,0
"456",-0.00950086816169815,-0.00377833753148615,0.0149054804235651,-0.00251889168765743,-0.00251889168765743,0.00467095448876281,0,0,0,0,0,0,0,0,-0.00125944584382872,0,0,0
"457",0,0,0,0.0025188916876574,0,0,0,0,-0.00125944584382872,0,0,0,0,0,-0.00125944584382872,0,0,0
"458",0,0,0.0025188916876574,0,0,0,0,0,0,-0.00125944584382872,0,0,0,0,-0.00125944584382872,0,0,0
"459",0,0,0.00125944584382875,0,0,0,0,0,0,0,0,0,0,0,-0.00125944584382872,0,0,0
"460",-0.00341150864493411,0,0,0,-0.00251889168765743,0.0023354772443814,0,0,0,0,0,0,0,0,0.00359492308821012,0,0,0
"461",0.00125944584382875,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00125944584382872,0,0,0
"462",-0.00265339561272648,0,-0.00758113032207576,0,0,0.011493971778631,0,0,0,0,0,0,0,0,-0.00125944584382872,0,0,0
"463",0,0,0.00125944584382875,0,0,0,0,0,0,0,0,0,0,0,-0.00125944584382872,0,0,0
"464",0,0,0.00125944584382875,0,0,0,0,0,0,0,0,0,0,0,-0.00125944584382872,0,0,0
"465",0.0136949450979433,-0.000183414443276027,-0.0154801790124966,-0.000183414443276027,-0.00125944584382872,0.00593040033259152,-0.00125944584382872,0,0,0,0,0,0,0,-0.00125944584382872,0,0,0
"466",0,0,0,0.00125944584382875,0,0,0,0,0,0,0,0,0,0,-0.00125944584382872,0,0,0
"467",0,-0.00359492308821008,0,0,0,0,0,0,0.00485436893203883,0,0,0,0,0,-0.00125944584382872,0,0,0
"468",-0.00231102198527788,-0.00755667506297229,-0.00288572057420949,0.00485436893203883,-0.00251889168765743,0.0129368320657357,-0.00125944584382872,0,0,0,0,0,0,0,-0.00125944584382872,0,0,0
"469",0,0.00125944584382875,0,0,0,0,0,0,0,0,0,0,0,0,-0.00125944584382872,0,0,0
"470",0,0.00125944584382875,0,0,0,0,0,0,0,0,0,0,0,0,-0.00125944584382872,0,0,0
"471",0.00396175197476223,0,0.0023354772443814,-0.00125944584382872,0,-0.00251889168765743,-0.00125944584382872,0,0,0,0,0,0,0,-0.00125944584382872,0,0,0
"472",-0.00125944584382872,0,0.00416962167714174,0.00249443642855396,0,0,0,-0.00125944584382872,0,-0.00288572057420949,0,0,0,0,-0.00125944584382872,0,0,0
"473",0,0.00125944584382875,0,0,0,0,0,0,0,0,0,0,0,0,-0.00125944584382872,0,0,0
"474",0.00739771587879978,0,0.00789904869042088,-0.000183414443276027,-0.00251889168765743,-0.00881612090680101,-0.00251889168765743,0,0,0,0,0,0,0,-0.00125944584382872,0,0,0
"475",0.00629722921914355,-0.00251889168765743,0,0,-0.00125944584382872,-0.00125944584382872,0,0,0,0,0,0,0,0,-0.00125944584382872,0,0,0
"476",0,0,0,0.00125944584382875,0,0,0,0,0,0,0,0,0,0,-0.00125944584382872,0,0,0
"477",0.00414516641803819,0.0023354772443814,0,-0.00503778337531486,0.00107603140055269,0,-0.00125944584382872,0,0,0,0,0,0,0,-0.00125944584382872,0,0,0
"478",0,0,0,0.00125944584382875,0,0,0,0,0,0,0,0,0,0,-0.00125944584382872,0,0,0
"479",0,0,0,0.0025188916876574,0,0,-0.00125944584382872,0,0,0,0,0,0,0,-0.00125944584382872,0,0,0
"480",0,-0.0121542637744246,0,0.0179257049228437,0,0,0,0,-0.00451199530459025,0,0,0,0,0,-0.00125944584382872,0,0,0
"481",-0.00125944584382872,0.00377833753148615,0,0,0,0,0,-0.00125944584382872,0,0,0,0,0,0,-0.00125944584382872,0,0,0
"482",0.00125944584382875,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00125944584382872,0,0,0
"483",0.0451810911936612,0,-0.0387004475312416,0,0,-0.00522119781859089,0,0,0,0,0,0,0,0,-0.00125944584382872,0,0,0
"484",-0.0194541586168105,0.0023354772443814,0.00913403927514612,0.00026900785013817,-0.00125944584382872,0.00341150864493409,0.0057469858893155,0,0,0.0023354772443814,0,-0.00125944584382872,0,0,-0.00125944584382872,0,0,0
"485",0.00176077865544985,0.0217284977134333,-0.0153823579760828,0,0,-0.00306913501748551,-0.00125944584382872,0,0,0,-0.00125944584382872,0,0,0,-0.00251889168765743,0,0,0
"486",-0.00377833753148615,0.00141840502800127,0.00485436893203883,-0.0102100706756988,0,0,0,0,0.0102345259348023,-0.00125944584382872,0,0,0,0,-0.00125944584382872,0,0,0
"487",-0.00107603140055268,0,0,-0.00125944584382872,0,-0.00125944584382872,0.00485436893203883,0,0,0,0,0,0,0,-0.00125944584382872,0,0,0
"488",0,-0.00251889168765743,0.00629722921914355,0,0,-0.00125944584382872,0,0,0,0,0,0,0,0,-0.00251889168765743,0,0,0
"489",0,0.00616272529407447,0,-0.0334792497126507,0,0,0,-0.00125944584382872,0.0298354161062336,0,0,0,0,0,-0.00125944584382872,0,0,0
"490",0.00125944584382875,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00125944584382872,0,0,0
"491",0,0,0,0.00125944584382875,0,0,0,0,0,0,0,0,0,0,-0.00125944584382872,0,0,0
"492",0,0,0.00125944584382875,0,0,0,0,0,0,0,0,0,0,0,-0.00125944584382872,0,0,0
"493",0.00881612090680106,-0.00377833753148615,0,-0.00251889168765743,-0.00125944584382872,0,0,0,0,0,0,0,0,0,-0.00125944584382872,0,0,0
"494",-0.00125944584382872,-0.0003423736274486,0,0.00430412560221075,0,0,0,0,-0.00144286028710474,0,0,0,0,0,-0.00125944584382872,0,0,0
"495",0.0106258100804578,-0.000183414443276027,-0.00396175197476217,-0.000183414443276027,-0.00125944584382872,-0.00251889168765743,-0.00125944584382872,0,0,0,0,0,0,0,-0.00125944584382872,0,0,0
"496",0.00503778337531491,-0.00125944584382872,0,0,-0.00125944584382872,-0.00125944584382872,0,0,0,0,0,0,0,0,-0.00125944584382872,0,0,0
"497",0.00348487442224454,-0.00377833753148615,0.00588148981438458,0,0,-0.00180968917365679,-0.00125944584382872,0,0,-0.00125944584382872,0,0,0,0,-0.00125944584382872,0,0,0
"498",-0.00535570174365996,0,-0.00146731554620821,0,0,0.00448754004548678,0,0.00485436893203883,-0.00125944584382872,0,0,0,0,0,-0.00125944584382872,0,0,0
"499",-0.00952532342080159,0,-0.00125944584382872,0,0,0.0120442151084591,0,0,0,0,0,0,0,0,-0.00125944584382872,0,0,0
"500",0,0,0,0.00125944584382875,0,0,0,0,0,0,0,0,0,0,-0.00125944584382872,0,0,0
"501",-0.00288572057420949,-0.0204201413513977,0,0.025665794429092,-0.00503778337531486,0,0,0,0.0039372967156587,0,0,0,0,0,-0.00125944584382872,0,0,0
"502",0,-0.017815656256878,0,0.0131447017681152,0,0,0,0,0.00593040033259152,0,0,0,0,0,-0.00125944584382872,0,0,0
"503",0,0,0,0.00125944584382875,0,0,0,0,0,0,0,0,0,0,-0.00125944584382872,0,0,0
"504",-0.0269496955320241,0,0.00412071115893473,0,0,0.0228289843730894,0,0,0,0,0,0,0,0,0,0,0,0
"505",-0.00251889168765743,0,0.0025188916876574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"506",0.00377833753148615,0,-0.00125944584382872,0,-0.00251889168765743,0,0,0,0,0,0,0,0,0,0,0,0,0
"507",0.00105157614144921,0.00107603140055269,-0.0324643564598568,-0.00201755887603629,0,0.0154557237533932,0,0.00485436893203883,-0.00125944584382872,0.0133036609522878,0,0,0,0,0,0,0,0
"508",0,-0.00485436893203883,0,0.00485436893203883,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"509",0,-0.00485436893203883,0,0,0,0,0,0,0.00485436893203883,0,0,0,0,0,0,0,0,0
"510",-0.0113350125944584,-0.023403682962021,0.00952532342080164,0.00490327945024582,0,0,0,0,0.0228289843730894,-0.00251889168765743,0,0,0,0,0,0,0,0
"511",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"512",0,0,0,0.00125944584382875,0,0,-0.00125944584382872,0,0,0,0,0,0,0,0,0,0,0
"513",0,-0.00128390110293219,0,0.00435303612041771,0,0,0,0,-0.00306913501748551,0,0,0,0,0,0,0,0,0
"514",-0.0145631067961165,0.00485436893203883,0,0,0.00485436893203883,0.00485436893203883,0,0,0,0,0,0,0,0,0,0,0,0
"515",-0.00251889168765743,0,0.00755667506297231,0,0,-0.00251889168765743,0,0,0,0,0,0,0,0,-0.00251889168765743,0,0,0
"516",-0.0222542857841579,0,0.014171822650461,0,0,0.0080824631336969,0,0,0,0,0,0,0,0,0,0,0,0
"517",-0.0220953265999853,-0.00396175197476217,0.00430412560221075,-0.00125944584382872,0.00485436893203883,0.0181580298843266,0,0,0,0,0,0,0,0,0,0,0,0
"518",0.0268151916069551,-0.017632241813602,-0.0138539042821159,0,0,0.00593040033259152,-0.00125944584382872,0,0,0,0,0,0,0,0,0,0,0
"519",-0.0182680785502922,0.00467095448876281,0.0013939497688978,0.0023354772443814,-0.00377833753148615,0.0149054804235651,0,0,0,-0.00125944584382872,0,0,0,0,0,0,0,0
"520",-0.0266317771636791,0.0269986060502311,-0.00125944584382872,0,0.00107603140055269,0,0,-0.00377833753148615,0.00485436893203883,0,0,0,0,0,-0.00125944584382872,0,0,0
"521",0.0165562104130493,0,-0.00899953535007703,-0.00125944584382872,0,-0.00629722921914358,0,0,0,0,0,0,0,0,0,0,0,0
"522",-0.00118608006651821,0.00700643173314421,-0.0185737692890856,0.00485436893203883,0.00359492308821012,0.00682301728986818,0,0,0,-0.00125944584382872,0,0,0,0,-0.00125944584382872,0,0,0
"523",0.00432858086131427,-0.00503778337531486,0,0.00196864835782935,0,0,-0.00125944584382872,0,0,0,0,0,0,0,0,0,0,0
"524",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"525",0,-0.0181824851434301,0,-0.00446308478638324,0,0,0,0,0.0226455699298134,0,0,0,0,0,0,0,0,0
"526",-0.00503778337531486,0.00144286028710472,0,0,0,0,0,0,0.00359492308821012,0,0,0,0,0,0,0,0,0
"527",-0.00377833753148615,0.00377833753148615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"528",-0.00682301728986823,0,-0.00251889168765743,0.00826587757697293,-0.00125944584382872,0.0023354772443814,0,0,0,0,0,0,0,0,0,0,0,0
"529",-0.00270230613093346,0,0.00036682888655204,0,0,0.00359492308821012,0,-0.00125944584382872,0,0,0,0,0,0,0,0,0,0
"530",-0.00322809420165804,0,-0.00396175197476217,0,0,0.00844929202024895,-0.00125944584382872,0,0,0,0,0,0,0,0,0,0,0
"531",0.000244552591034702,0.00539238463231517,-0.00451199530459025,-0.00847374727935242,-0.0041451664180382,-0.00377833753148615,0,0.00107603140055269,0.0154557237533932,0,0,0,0,0,-0.00125944584382872,0,0,0
"532",0.0174977378885329,-0.00128390110293219,-0.00396175197476217,-0.00432858086131423,-0.000366828886552054,-0.00377833753148615,-0.00125944584382872,0,-0.00251889168765743,0,0,0,0,0,0,0,0,0
"533",0,0,0,0.00125944584382875,0,0,0,0,0,-0.00125944584382872,0,0,0,0,0,0,0,0
"534",-0.00100266562324225,-0.00251889168765743,-0.0101244772688367,0.0023354772443814,-0.00125944584382872,0.0138294490230124,-0.00125944584382872,0,0,0,0,0,0,0,0,0,0,0
"535",-0.0259225746496784,0,0.0511114915262527,-0.00125944584382872,0,-0.0214105793450882,0,-0.00125944584382872,0,-0.00125944584382872,0,0,0,0,0,0,0,0
"536",-0.0203345479445355,-0.00125944584382872,0,0.0304101146951652,0,0,-0.00377833753148615,0,-0.00251889168765743,-0.00251889168765743,0,0,0,0,0,0,0,0
"537",-0.00755667506297229,-0.00220097331931231,0.0039372967156587,-0.0119463940720452,-0.00125944584382872,0,-0.00503778337531486,0,0.0172409576679465,0.0080824631336969,0,0,0,0,-0.00125944584382872,0,0,0
"538",0.000183414443276075,0,-0.00251889168765743,-0.00125944584382872,0,0.00359492308821012,0,0,0,0,0,0,0,0,0,0,0,0
"539",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"540",0.0106013548213543,-0.00317918368345105,0,-0.0163972512288768,0.00107603140055269,0,0,0.00485436893203883,0.00430412560221075,-0.00125944584382872,0,0,0,0,0,0,0,0
"541",-0.00377833753148615,0,-0.00251889168765743,0.00522119781859087,0,0,0,0,0,0.00107603140055269,0,0,0,0,0,0,0,0
"542",0.014819887016703,0,-0.00904844586828397,-0.00503778337531486,-0.00125944584382872,0.00304467975838204,0,0,0,-0.00251889168765743,0,0,0,0,0,0,0,0
"543",0,0.0208114254970531,0,-0.0337482575627889,0,0,0,0,0.0129368320657357,0,0,0,0,0,0,0,0,0
"544",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"545",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"546",-0.0146976107211856,0,0.000684747254897165,0,0,0.0140128634662884,0,0,0,0,0,0,0,0,0,0,0,0
"547",0,0,0,-0.00485436893203883,0,0,0,0,0,0.00485436893203883,0,0,0,0,0,0,0,0
"548",0.00125944584382875,0,0,0,0,-0.00125944584382872,0,0,0,0,0,0,0,0,0,0,0,0
"549",0,-0.00336259812672712,0,-0.00902399060918051,0,0,0,0,0.0123865887359077,0,0,0,0,0,0,0,0,0
"550",0.253918955271331,-0.00125944584382872,-0.244002347704874,0,0,-0.0122520848108386,0,0.00359492308821012,0,0,0,0,0,0,0,0,0,0
"551",0,-0.00125944584382872,0,0.00125944584382875,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"552",-0.0194419309872588,0,0.0162138367856007,0.00485436893203883,0,-0.00162627473038077,0,0,0,0,0,0,0,0,0,0,0,0
"553",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"554",0.00125944584382875,0,0,0,-0.00125944584382872,0,0,0,0,0,0,0,0,0,0,0,0,0
"555",0,-0.00125944584382872,0,0.00377833753148615,0,0,0,0,-0.00251889168765743,0,0,0,0,0,0,0,0,0
"556",0,0,0.00125944584382875,0,0,0,0,0,0,-0.00125944584382872,0,0,0,0,0,0,0,0
"557",0.00125944584382875,0,0,0,-0.00125944584382872,0,0,0,0,0,0,0,0,0,0,0,0,0
"558",0,-0.0309848132840968,0,0.0110415494852169,0,0,0,0,0.0199432637988799,0,0,0,0,0,0,0,0,0
"559",0,-0.00973319312318114,0,-0.0129123768066323,0,0,0,0,0.0226455699298134,0,0,0,0,0,0,0,0,0
"560",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"561",0.00391284145655523,0,-0.0135971240615294,-0.00125944584382872,0,0.0109437284488029,0,0,0,0,0,0,0,0,0,0,0,0
"562",0,-0.000366828886552054,0,0.00414516641803819,0,0,0,0,-0.00377833753148615,0,0,0,0,0,0,0,0,0
"563",0.00721430143552371,0,0,-0.0082903328360764,0,0.00359492308821012,-0.00251889168765743,0,0,0,0,0,0,0,0,0,0,0
"564",-0.0151133501259446,0.00467095448876281,0.00718984617642024,0.00829033283607639,0,-0.00125944584382872,0,0,-0.00377833753148615,0,0,0,0,0,0,0,0,0
"565",0.00107603140055269,0,0.00288572057420944,0,0,-0.00396175197476217,0,0,0,0,0,0,0,0,0,0,0,0
"566",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"567",0.00847374727935246,-0.00503778337531486,0.00789904869042088,-0.00125944584382872,-0.00377833753148615,-0.00629722921914358,0,0,0,0,0,0,0,0,0,0,0,0
"568",0.000892616957276661,0,0.000550243329828115,-0.00251889168765743,0,-0.00377833753148615,0,0,0,0.00485436893203883,0,0,0,0,0,0,0,0
"569",-0.00125944584382872,0.00572253063021202,0.00813137365190386,0,0,0,0,-0.0125944584382872,0,0,0,0,0,0,0,0,0,0
"570",0.015186715903255,0.00698197647404075,-0.0128023281406667,-0.00396175197476217,0.00467095448876281,-0.00881612090680101,0,0,-0.00125944584382872,0,0,0,0,0,0,0,0,0
"571",0,0,0,-0.00359492308821008,0,0,0,0,0.00359492308821012,0,0,0,0,0,0,0,0,0
"572",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"573",-0.00361937834731359,-0.00251889168765743,-0.000183414443276027,0.0176566970727055,0,-0.00251889168765743,-0.00125944584382872,0,-0.00125944584382872,-0.00377833753148615,0,-0.00125944584382872,0,-0.00125944584382872,0,0,0,0
"574",-0.00125944584382872,0,0.0025188916876574,0,0,-0.00125944584382872,0,0,0,0,0,0,0,0,0,0,0,0
"575",-0.00359492308821008,0,0,0,0,0.00359492308821012,0,0,0,0,0,0,0,0,0,0,0,0
"576",-0.00125944584382872,-0.010344574600768,0,-0.00707979751045462,0,0,0,0,0.0186838179550512,0,0,0,0,0,0,0,0,0
"577",0,-0.00954977867990512,0,0.00128390110293219,0,0,0,0,0.00826587757697293,0,0,0,0,0,0,0,0,0
"578",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"579",0.014404147611944,0,-0.0127778728815632,-0.00503778337531486,0,0.00341150864493409,0,0,0,0,0,0,0,0,0,0,0,0
"580",-0.00125944584382872,0,0.00503778337531491,0,0,-0.00125944584382872,0,0,0,-0.00125944584382872,0,0,0,0,0,-0.00125944584382872,0,0
"581",0.00377833753148615,-0.00125944584382872,0,0,-0.00125944584382872,0,0,0,0,0,0,0,0,0,0,-0.00125944584382872,0,0
"582",-0.00446308478638324,0.00970873786407767,-0.00847374727935242,-0.00125944584382872,0,0.0057469858893155,0,0,0,0,0,0,0,0,0,-0.00125944584382872,0,0
"583",-0.00700643173314419,0.0023354772443814,0,0.00359492308821012,0.00359492308821012,-0.00125944584382872,0,0,0,0,0,0,0,0,0,-0.00125944584382872,0,0
"584",-0.00125944584382872,-0.00125944584382872,0,0.00377833753148615,0,0,0,0,0,0,0,0,0,0,0,-0.00125944584382872,0,0
"585",-0.00341150864493411,0,-0.00251889168765743,-0.00251889168765743,0,0.00970873786407767,0,0,0,0,0,0,0,0,0,-0.00125944584382872,0,0
"586",0.00844929202024895,0,-0.0179746154410506,0,0,0.00593040033259152,0,0.00485436893203883,0,0,0,0,0,0,0,-0.00125944584382872,0,0
"587",-0.00319141131300285,0,-0.0205301900173632,0,-0.00125944584382872,0.0262404930180235,0,0,0,0,0,0,0,0,0,-0.00125944584382872,0,0
"588",0.0333569734171333,-0.000183414443276027,-0.0613827003497103,0.0023354772443814,0,0.0235381868870901,0,0,0,0.00359492308821012,0,0,0,0,0,-0.00125944584382872,0,0
"589",0.0057469858893155,-0.00986769704825019,0.000709202514000636,0,0.0023354772443814,0,0,0.0023354772443814,0,0,0,0,0,0,0,-0.00125944584382872,0,0
"590",0.00774008950624827,-0.00503778337531486,-0.00251889168765743,-0.00125944584382872,-0.00251889168765743,0,0.00485436893203883,0,0,0,0,0,0,0,0,-0.00125944584382872,0,0
"591",-0.0202000440194664,0,0.0177056075909124,0.0023354772443814,0.00485436893203883,-0.00451199530459025,0,-0.00251889168765743,0,0.00359492308821012,0,0,0,0,0,-0.00125944584382872,0,0
"592",0,0.00125944584382875,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00125944584382872,0,0
"593",0.0025188916876574,0,0,0,0,-0.00125944584382872,0,0,0,0,0,0,0,0,0,-0.00125944584382872,0,0
"594",0,-0.00272676139003693,0,-0.00876721038859407,0,0,0,0,0.0127534176224597,0,0,0,0,0,0,-0.00125944584382872,0,0
"595",0.00125944584382875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00125944584382872,0,0
"596",0,0,0.00503778337531491,0,0,0,0,-0.00251889168765743,0,-0.00125944584382872,0,0,0,0,0,-0.00125944584382872,0,0
"597",0.00451199530459023,0,-0.0041451664180382,0,0,0.000892616957276661,0,0,0,0,0,0,0,0,0,-0.00125944584382872,0,0
"598",0.0434936783155218,0,-0.0330268274192365,-0.00503778337531486,-0.00377833753148615,-0.00524565307769436,0,0,0,0,0,0,0,0,0,0.00359492308821012,0,0
"599",0.0127534176224597,-0.0454256437846959,-0.00125944584382872,0.00572253063021202,-0.00270230613093346,0,0,0,0.0273165244185762,0,0,0,0,0,0,0.00359492308821012,0,0
"600",-0.0188672323983272,0.0023354772443814,0.00485436893203883,-0.00377833753148615,0.0023354772443814,0.00593040033259152,0.00359492308821012,0,0,0,0,0,0,0,0,0.00359492308821012,0,0
"601",0.000183414443276075,0,0,0,-0.00125944584382872,0,-0.00251889168765743,0,0,0,0,0,0,0,0,0.00359492308821012,0,0
"602",-0.0120442151084591,0,0.00485436893203883,0.00485436893203883,-0.00125944584382872,0,0,0,0,0,0,0,0,0,0,0.00359492308821012,0,0
"603",0.0113594678535619,0,-0.0183658995867061,0,0,0.00467095448876281,-0.00125944584382872,0,0,0,0,0,0,0,0,0.00359492308821012,0,0
"604",0.0056369372233499,0,-0.00616272529407449,0,0,-0.00306913501748551,0,0,0,0,0,0,0,0,0,0.00359492308821012,0,0
"605",0,0,0,-0.00233547724438143,0,0,0,0,-0.00125944584382872,0,0,0,0,0,0,0.00359492308821012,0,0
"606",0.00396175197476223,-0.00125944584382872,0,0,-0.00251889168765743,0,-0.00251889168765743,0,0,0,0,0,0,0,-0.00125944584382872,0.00359492308821012,0,0
"607",-0.0259225746496784,-0.00251889168765743,0.0034604191631411,0,0,0.0190506468416033,0,0.00485436893203883,0,-0.00251889168765743,0,0,0,0,0,0.00359492308821012,0,0
"608",0.00162627473038079,0,0,-0.00629722921914358,-0.00125944584382872,0,0.0023354772443814,0,0,0,0,0,0,0,0,0.00359492308821012,0,0
"609",-0.0270230613093346,-0.00377833753148615,0.0166295761903598,0.0080824631336969,0,-0.00792350394952435,0,0.00970873786407767,-0.00251889168765743,0.00322809420165807,0,0,0,0,0,0.00359492308821012,0,0
"610",0.0023354772443814,0.00593040033259152,-0.0106013548213543,-0.00125944584382872,0,0,0,0,0,0,0,0,0,0,0,0.00359492308821012,0,0
"611",-0.00718984617642027,0,0,0,-0.00125944584382872,0.00485436893203883,0,0,0,0,0,0,0,0,0,0.00359492308821012,0,0
"612",-0.0165072998948423,-0.00125944584382872,-0.00847374727935242,0.00485436893203883,-0.00251889168765743,0.0106013548213543,0,0,0,0,0,0.00485436893203883,0,0,0.00485436893203883,0.00359492308821012,0,0
"613",0,0.0120931256266661,0,-0.0212516201609156,0,0,0,0,0.00556357144603947,0,0,0,0,0,0,0.00359492308821012,0,0
"614",0,0,0,-0.00844929202024891,0,0,0,0,0,0.00485436893203883,0,0,0,0,0,0.00359492308821012,0,0
"615",0.00336259812672715,0.00359492308821012,-0.0171920471497395,0,0,0.00304467975838204,0,0.00359492308821012,0,0,0,0,0,0,0,0.00359492308821012,0,0
"616",-0.00233547724438143,0,0,0,-0.00125944584382872,0,0,0,0,0,0,0,0,0,0,0.00359492308821012,0,0
"617",0,0,-0.00359492308821008,0,0,0,0,0,0,0,0,0,0,0,0,0.00359492308821012,0,0
"618",-0.00895062483187004,0,-0.00272676139003693,0,0,0.0080824631336969,0,0,0,0,0,0,0,0,0,0.00359492308821012,0,0
"619",-0.0117018414810105,-0.0257269325768507,-0.00678633440121298,0,0.0168985840404979,0.00844929202024895,0,0.0152723093101171,0,0,0,0,0,0,0,0.00359492308821012,0,0
"620",-0.0149054804235651,-0.000366828886552054,0.0057469858893155,0,-0.00251889168765743,0.00970873786407767,0,-0.00125944584382872,0,0,0,0,0,0,0,0.00359492308821012,0,0
"621",-0.0117629796287692,-0.0117018414810105,-0.00293463109241643,-0.00288572057420949,0.0023354772443814,0.0149054804235651,0.00359492308821012,0,0,0,0,0,0.00485436893203883,0,0,0.00359492308821012,0,0
"622",0,-0.0229634882981585,0,-0.0187327284732582,0,0,0,0,0.0381012936832066,0,0,0,0,0,0,0.00359492308821012,0,0
"623",-0.00844929202024891,0,0,0,0,0,0.00485436893203883,0,0,0,0,0,0,0,0,0.00359492308821012,0,0
"624",0,-0.00146731554620821,0,0.00075811303220763,0,0,0,0,-0.00288572057420949,0,0,0,0,0,0,0.00359492308821012,0,0
"625",0,0.0187571837323617,0,-0.0252133721356778,0,0,0,0,0.00286126531510601,0,0,0,0,0,0,0.00359492308821012,0,0
"626",0,0,0,-0.00359492308821008,0,0,0,0,0,0,0,0,0,0,0,0.00359492308821012,0,0
"627",-0.0111760534102859,-0.00125944584382872,0.00327700471986503,-0.00377833753148615,0,0.00934190897752562,0,0,0,0,0,0,0,0,0,0.00359492308821012,0,0
"628",0,-0.0127778728815632,-0.00125944584382872,0.0167396248563254,0,0,-0.00125944584382872,0,-0.00377833753148615,-0.00125944584382872,0,0,0,0,0,0.00359492308821012,0,0
